date,home_team,away_team,home_score,away_score,tournament,neutral,year,home_elo,away_elo,elo_diff,result
2010-06-19,Ghana,Australia,1.0,1.0,FIFA World Cup,True,2010,1741.0,1775.0,-34.0,draw
2010-06-19,Netherlands,Japan,1.0,0.0,FIFA World Cup,True,2010,2104.0,1785.0,319.0,home_win
2010-06-20,Brazil,Ivory Coast,3.0,1.0,FIFA World Cup,True,2010,2095.0,1712.0,383.0,home_win
2010-06-22,Mexico,Uruguay,0.0,1.0,FIFA World Cup,True,2010,1845.0,1891.0,-46.0,away_win
2010-06-22,South Africa,France,2.0,1.0,FIFA World Cup,False,2010,1606.0,1802.0,-196.0,home_win
2010-06-23,Ghana,Germany,0.0,1.0,FIFA World Cup,True,2010,1741.0,2067.0,-326.0,away_win
2010-06-23,United States,Algeria,1.0,0.0,FIFA World Cup,True,2010,1767.0,1461.0,306.0,home_win
2010-06-24,Paraguay,New Zealand,0.0,0.0,FIFA World Cup,True,2010,1784.0,1570.0,214.0,draw
2010-06-25,Portugal,Brazil,0.0,0.0,FIFA World Cup,True,2010,1898.0,2095.0,-197.0,draw
2010-06-26,Uruguay,South Korea,2.0,1.0,FIFA World Cup,True,2010,1891.0,1740.0,151.0,home_win
2010-06-26,United States,Ghana,1.0,2.0,FIFA World Cup,True,2010,1767.0,1741.0,26.0,away_win
2010-06-27,Argentina,Mexico,3.0,1.0,FIFA World Cup,True,2010,1993.0,1845.0,148.0,home_win
2010-06-27,Germany,England,4.0,1.0,FIFA World Cup,True,2010,2067.0,1924.0,143.0,home_win
2010-06-29,Paraguay,Japan,0.0,0.0,FIFA World Cup,True,2010,1784.0,1785.0,-1.0,draw
2010-06-29,Spain,Portugal,1.0,0.0,FIFA World Cup,True,2010,2115.0,1898.0,217.0,home_win
2010-07-02,Netherlands,Brazil,2.0,1.0,FIFA World Cup,True,2010,2104.0,2095.0,9.0,home_win
2010-07-02,Uruguay,Ghana,1.0,1.0,FIFA World Cup,True,2010,1891.0,1741.0,150.0,draw
2010-07-03,Argentina,Germany,0.0,4.0,FIFA World Cup,True,2010,1993.0,2067.0,-74.0,away_win
2010-07-03,Paraguay,Spain,0.0,1.0,FIFA World Cup,True,2010,1784.0,2115.0,-331.0,away_win
2010-07-06,Uruguay,Netherlands,2.0,3.0,FIFA World Cup,True,2010,1891.0,2104.0,-213.0,away_win
2010-07-07,Germany,Spain,0.0,1.0,FIFA World Cup,True,2010,2067.0,2115.0,-48.0,away_win
2010-07-10,Uruguay,Germany,2.0,3.0,FIFA World Cup,True,2010,1891.0,2067.0,-176.0,away_win
2010-07-11,Netherlands,Spain,0.0,1.0,FIFA World Cup,True,2010,2104.0,2115.0,-11.0,away_win
2010-08-10,Bosnia and Herzegovina,Qatar,1.0,1.0,Friendly,False,2010,1628.0,1520.0,108.0,draw
2010-08-10,United States,Brazil,0.0,2.0,Friendly,False,2010,1767.0,2095.0,-328.0,away_win
2010-08-11,Austria,Switzerland,0.0,1.0,Friendly,False,2010,1604.0,1753.0,-149.0,away_win
2010-08-11,Egypt,DR Congo,6.0,3.0,Friendly,False,2010,1777.0,1392.0,385.0,home_win
2010-08-11,Mexico,Spain,1.0,1.0,Friendly,False,2010,1845.0,2115.0,-270.0,draw
2010-08-11,Norway,France,2.0,1.0,Friendly,False,2010,1808.0,1802.0,6.0,home_win
2010-08-11,Senegal,Cape Verde,1.0,0.0,Friendly,False,2010,1578.0,1399.0,179.0,home_win
2010-08-11,South Africa,Ghana,1.0,0.0,Friendly,False,2010,1606.0,1741.0,-135.0,home_win
2010-08-11,Sweden,Scotland,3.0,0.0,Friendly,False,2010,1812.0,1657.0,155.0,home_win
2010-09-03,Belgium,Germany,0.0,1.0,UEFA Euro qualification,False,2010,1619.0,2067.0,-448.0,away_win
2010-09-03,Switzerland,Australia,0.0,0.0,Friendly,False,2010,1753.0,1775.0,-22.0,draw
2010-09-04,Japan,Paraguay,1.0,0.0,Friendly,False,2010,1785.0,1784.0,1.0,home_win
2010-09-04,Mexico,Ecuador,1.0,2.0,Friendly,False,2010,1845.0,1727.0,118.0,away_win
2010-09-05,DR Congo,Senegal,2.0,4.0,African Cup of Nations qualification,False,2010,1392.0,1578.0,-186.0,away_win
2010-09-07,Argentina,Spain,4.0,1.0,Friendly,False,2010,1993.0,2115.0,-122.0,home_win
2010-09-07,Bosnia and Herzegovina,France,0.0,2.0,UEFA Euro qualification,False,2010,1628.0,1802.0,-174.0,away_win
2010-09-07,South Korea,Iran,0.0,1.0,Friendly,False,2010,1740.0,1693.0,47.0,away_win
2010-09-07,Mexico,Colombia,1.0,0.0,Friendly,False,2010,1845.0,1763.0,82.0,home_win
2010-09-07,Norway,Portugal,1.0,0.0,UEFA Euro qualification,False,2010,1808.0,1898.0,-90.0,home_win
2010-09-07,Switzerland,England,1.0,3.0,UEFA Euro qualification,False,2010,1753.0,1924.0,-171.0,away_win
2010-09-07,Turkey,Belgium,3.0,2.0,UEFA Euro qualification,False,2010,1777.0,1619.0,158.0,home_win
2010-09-16,Jordan,Iraq,4.0,1.0,Friendly,False,2010,1471.0,1589.0,-118.0,home_win
2010-10-01,Iran,Iraq,2.0,1.0,WAFF Championship,True,2010,1693.0,1589.0,104.0,home_win
2010-10-07,Iran,Brazil,0.0,3.0,Friendly,True,2010,1693.0,2095.0,-402.0,away_win
2010-10-08,Colombia,Ecuador,1.0,0.0,Friendly,True,2010,1763.0,1727.0,36.0,home_win
2010-10-08,Germany,Turkey,3.0,0.0,UEFA Euro qualification,False,2010,2067.0,1777.0,290.0,home_win
2010-10-08,Japan,Argentina,1.0,0.0,Friendly,False,2010,1785.0,1993.0,-208.0,home_win
2010-10-09,Australia,Paraguay,1.0,0.0,Friendly,False,2010,1775.0,1784.0,-9.0,home_win
2010-10-09,Saudi Arabia,Uzbekistan,4.0,0.0,Friendly,False,2010,1659.0,1507.0,152.0,home_win
2010-10-12,Belgium,Austria,4.0,4.0,UEFA Euro qualification,False,2010,1619.0,1604.0,15.0,draw
2010-10-12,Croatia,Norway,2.0,1.0,Friendly,False,2010,1912.0,1808.0,104.0,home_win
2010-10-12,South Korea,Japan,0.0,0.0,Friendly,False,2010,1740.0,1785.0,-45.0,draw
2010-10-12,Netherlands,Sweden,4.0,1.0,UEFA Euro qualification,False,2010,2104.0,1812.0,292.0,home_win
2010-10-12,New Zealand,Paraguay,0.0,2.0,Friendly,False,2010,1570.0,1784.0,-214.0,away_win
2010-10-12,Qatar,Iraq,1.0,2.0,Friendly,False,2010,1520.0,1589.0,-69.0,away_win
2010-10-12,Scotland,Spain,2.0,3.0,UEFA Euro qualification,False,2010,1657.0,2115.0,-458.0,away_win
2010-10-12,United States,Colombia,0.0,0.0,Friendly,False,2010,1767.0,1763.0,4.0,draw
2010-11-17,Argentina,Brazil,1.0,0.0,Friendly,True,2010,1993.0,2095.0,-102.0,home_win
2010-11-17,Egypt,Australia,3.0,0.0,Friendly,False,2010,1777.0,1775.0,2.0,home_win
2010-11-17,England,France,1.0,2.0,Friendly,False,2010,1924.0,1802.0,122.0,away_win
2010-11-17,Netherlands,Turkey,1.0,0.0,Friendly,False,2010,2104.0,1777.0,327.0,home_win
2010-11-17,Portugal,Spain,4.0,0.0,Friendly,False,2010,1898.0,2115.0,-217.0,home_win
2010-11-17,Saudi Arabia,Ghana,0.0,0.0,Friendly,True,2010,1659.0,1741.0,-82.0,draw
2010-11-17,South Africa,United States,0.0,1.0,Friendly,False,2010,1606.0,1767.0,-161.0,away_win
2010-11-17,Sweden,Germany,0.0,0.0,Friendly,False,2010,1812.0,2067.0,-255.0,draw
2010-11-18,Qatar,Haiti,0.0,1.0,Friendly,False,2010,1520.0,1433.0,87.0,away_win
2010-11-28,Qatar,Saudi Arabia,1.0,1.0,Gulf Cup,True,2010,1520.0,1659.0,-139.0,draw
2010-12-16,Qatar,Egypt,2.0,1.0,Friendly,False,2010,1520.0,1777.0,-257.0,home_win
2010-12-28,Saudi Arabia,Iraq,0.0,1.0,Friendly,False,2010,1659.0,1589.0,70.0,away_win
2011-01-02,Jordan,Uzbekistan,2.0,2.0,Friendly,True,2011,1566.0,1620.0,-54.0,draw
2011-01-07,Qatar,Uzbekistan,0.0,2.0,AFC Asian Cup,False,2011,1501.0,1620.0,-119.0,away_win
2011-01-09,Japan,Jordan,1.0,1.0,AFC Asian Cup,True,2011,1802.0,1566.0,236.0,draw
2011-01-11,Iraq,Iran,1.0,2.0,AFC Asian Cup,True,2011,1586.0,1744.0,-158.0,away_win
2011-01-13,Jordan,Saudi Arabia,1.0,0.0,AFC Asian Cup,True,2011,1566.0,1527.0,39.0,home_win
2011-01-14,Australia,South Korea,1.0,1.0,AFC Asian Cup,True,2011,1817.0,1767.0,50.0,draw
2011-01-17,Saudi Arabia,Japan,0.0,5.0,AFC Asian Cup,True,2011,1527.0,1802.0,-275.0,away_win
2011-01-21,Qatar,Japan,2.0,3.0,AFC Asian Cup,False,2011,1501.0,1802.0,-301.0,away_win
2011-01-21,Uzbekistan,Jordan,2.0,1.0,AFC Asian Cup,True,2011,1620.0,1566.0,54.0,home_win
2011-01-22,Australia,Iraq,1.0,0.0,AFC Asian Cup,True,2011,1817.0,1586.0,231.0,home_win
2011-01-22,Iran,South Korea,0.0,1.0,AFC Asian Cup,True,2011,1744.0,1767.0,-23.0,away_win
2011-01-25,Japan,South Korea,2.0,2.0,AFC Asian Cup,True,2011,1802.0,1767.0,35.0,draw
2011-01-25,Uzbekistan,Australia,0.0,6.0,AFC Asian Cup,True,2011,1620.0,1817.0,-197.0,away_win
2011-01-28,Uzbekistan,South Korea,2.0,3.0,AFC Asian Cup,True,2011,1620.0,1767.0,-147.0,away_win
2011-01-29,Australia,Japan,0.0,1.0,AFC Asian Cup,True,2011,1817.0,1802.0,15.0,away_win
2011-02-09,Argentina,Portugal,2.0,1.0,Friendly,True,2011,1915.0,1901.0,14.0,home_win
2011-02-09,France,Brazil,1.0,0.0,Friendly,False,2011,1839.0,2064.0,-225.0,home_win
2011-02-09,Mexico,Bosnia and Herzegovina,2.0,0.0,Friendly,True,2011,1864.0,1694.0,170.0,home_win
2011-02-09,Netherlands,Austria,3.0,1.0,Friendly,False,2011,2067.0,1578.0,489.0,home_win
2011-02-09,Spain,Colombia,1.0,0.0,Friendly,False,2011,2116.0,1767.0,349.0,home_win
2011-02-09,Turkey,South Korea,0.0,0.0,Friendly,False,2011,1744.0,1767.0,-23.0,draw
2011-03-25,Austria,Belgium,0.0,2.0,UEFA Euro qualification,False,2011,1578.0,1683.0,-105.0,away_win
2011-03-26,Colombia,Ecuador,2.0,0.0,Friendly,True,2011,1767.0,1778.0,-11.0,home_win
2011-03-26,Mexico,Paraguay,3.0,1.0,Friendly,True,2011,1864.0,1783.0,81.0,home_win
2011-03-26,South Africa,Egypt,1.0,0.0,African Cup of Nations qualification,False,2011,1598.0,1720.0,-122.0,home_win
2011-03-26,United States,Argentina,1.0,1.0,Friendly,False,2011,1715.0,1915.0,-200.0,draw
2011-03-27,Algeria,Morocco,1.0,0.0,African Cup of Nations qualification,False,2011,1480.0,1565.0,-85.0,home_win
2011-03-27,Brazil,Scotland,2.0,0.0,Friendly,True,2011,2064.0,1702.0,362.0,home_win
2011-03-29,England,Ghana,1.0,1.0,Friendly,False,2011,1955.0,1773.0,182.0,draw
2011-03-29,France,Croatia,0.0,0.0,Friendly,False,2011,1839.0,1890.0,-51.0,draw
2011-03-29,Germany,Australia,1.0,2.0,Friendly,False,2011,2082.0,1817.0,265.0,away_win
2011-03-29,Turkey,Austria,2.0,0.0,UEFA Euro qualification,False,2011,1744.0,1578.0,166.0,home_win
2011-03-29,United States,Paraguay,0.0,1.0,Friendly,False,2011,1715.0,1783.0,-68.0,away_win
2011-04-20,Argentina,Ecuador,2.0,2.0,Friendly,False,2011,1915.0,1778.0,137.0,draw
2011-05-25,Argentina,Paraguay,4.0,2.0,Friendly,False,2011,1915.0,1783.0,132.0,home_win
2011-05-28,Mexico,Ecuador,1.0,1.0,Friendly,True,2011,1864.0,1778.0,86.0,draw
2011-05-29,Germany,Uruguay,2.0,1.0,Friendly,False,2011,2082.0,1992.0,90.0,home_win
2011-06-01,Canada,Ecuador,2.0,2.0,Friendly,False,2011,1594.0,1778.0,-184.0,draw
2011-06-01,Mexico,New Zealand,3.0,0.0,Friendly,True,2011,1864.0,1564.0,300.0,home_win
2011-06-03,Austria,Germany,1.0,2.0,UEFA Euro qualification,False,2011,1578.0,2082.0,-504.0,away_win
2011-06-03,Belgium,Turkey,1.0,1.0,UEFA Euro qualification,False,2011,1683.0,1744.0,-61.0,draw
2011-06-04,Brazil,Netherlands,0.0,0.0,Friendly,False,2011,2064.0,2067.0,-3.0,draw
2011-06-04,England,Switzerland,2.0,2.0,UEFA Euro qualification,False,2011,1955.0,1766.0,189.0,draw
2011-06-04,Morocco,Algeria,4.0,0.0,African Cup of Nations qualification,False,2011,1565.0,1480.0,85.0,home_win
2011-06-04,Portugal,Norway,1.0,0.0,UEFA Euro qualification,False,2011,1901.0,1754.0,147.0,home_win
2011-06-04,United States,Spain,0.0,4.0,Friendly,False,2011,1715.0,2116.0,-401.0,away_win
2011-06-05,Australia,New Zealand,3.0,0.0,Friendly,False,2011,1817.0,1564.0,253.0,home_win
2011-06-05,Egypt,South Africa,0.0,0.0,African Cup of Nations qualification,False,2011,1720.0,1598.0,122.0,draw
2011-06-07,South Korea,Ghana,2.0,1.0,Friendly,False,2011,1767.0,1773.0,-6.0,home_win
2011-06-07,United States,Canada,2.0,0.0,Gold Cup,False,2011,1715.0,1594.0,121.0,home_win
2011-06-08,Uruguay,Netherlands,1.0,1.0,Copa Confraternidad,False,2011,1992.0,2067.0,-75.0,draw
2011-06-11,United States,Panama,1.0,2.0,Gold Cup,False,2011,1715.0,1666.0,49.0,away_win
2011-06-14,Canada,Panama,1.0,1.0,Gold Cup,True,2011,1594.0,1666.0,-72.0,draw
2011-06-22,United States,Panama,1.0,0.0,Gold Cup,False,2011,1715.0,1666.0,49.0,home_win
2011-06-25,Colombia,Senegal,2.0,0.0,Friendly,False,2011,1767.0,1619.0,148.0,home_win
2011-06-25,United States,Mexico,2.0,4.0,Gold Cup,False,2011,1715.0,1864.0,-149.0,away_win
2011-07-03,Paraguay,Ecuador,0.0,0.0,Copa América,True,2011,1783.0,1778.0,5.0,draw
2011-07-06,Argentina,Colombia,0.0,0.0,Copa América,False,2011,1915.0,1767.0,148.0,draw
2011-07-09,Brazil,Paraguay,2.0,2.0,Copa América,True,2011,2064.0,1783.0,281.0,draw
2011-07-12,Uruguay,Mexico,1.0,0.0,Copa América,True,2011,1992.0,1864.0,128.0,home_win
2011-07-13,Brazil,Ecuador,4.0,2.0,Copa América,True,2011,2064.0,1778.0,286.0,home_win
2011-07-13,Jordan,Saudi Arabia,1.0,1.0,Friendly,False,2011,1566.0,1527.0,39.0,draw
2011-07-16,Argentina,Uruguay,1.0,1.0,Copa América,False,2011,1915.0,1992.0,-77.0,draw
2011-07-16,Jordan,Iraq,1.0,1.0,Friendly,False,2011,1566.0,1586.0,-20.0,draw
2011-07-17,Brazil,Paraguay,0.0,0.0,Copa América,True,2011,2064.0,1783.0,281.0,draw
2011-07-24,Uruguay,Paraguay,3.0,0.0,Copa América,True,2011,1992.0,1783.0,209.0,home_win
2011-08-10,Germany,Brazil,3.0,2.0,Friendly,False,2011,2082.0,2064.0,18.0,home_win
2011-08-10,Japan,South Korea,3.0,0.0,Friendly,False,2011,1802.0,1767.0,35.0,home_win
2011-08-10,Senegal,Morocco,0.0,2.0,Friendly,False,2011,1619.0,1565.0,54.0,away_win
2011-08-10,United States,Mexico,1.0,1.0,Friendly,False,2011,1715.0,1864.0,-149.0,draw
2011-08-19,Qatar,Iraq,0.0,1.0,Friendly,False,2011,1501.0,1586.0,-85.0,away_win
2011-08-22,Jordan,Tunisia,3.0,3.0,Friendly,False,2011,1566.0,1577.0,-11.0,draw
2011-09-02,Germany,Austria,6.0,2.0,UEFA Euro qualification,False,2011,2082.0,1578.0,504.0,home_win
2011-09-02,Iraq,Jordan,0.0,2.0,FIFA World Cup qualification,False,2011,1586.0,1566.0,20.0,away_win
2011-09-02,Panama,Paraguay,0.0,2.0,Friendly,False,2011,1666.0,1783.0,-117.0,away_win
2011-09-03,Senegal,DR Congo,2.0,0.0,African Cup of Nations qualification,False,2011,1619.0,1423.0,196.0,home_win
2011-09-05,Brazil,Ghana,1.0,0.0,Friendly,True,2011,2064.0,1773.0,291.0,home_win
2011-09-06,Austria,Turkey,0.0,0.0,UEFA Euro qualification,False,2011,1578.0,1744.0,-166.0,draw
2011-09-06,Belgium,United States,1.0,0.0,Friendly,False,2011,1683.0,1715.0,-32.0,home_win
2011-09-06,Curaçao,Haiti,2.0,4.0,FIFA World Cup qualification,False,2011,1066.0,1413.0,-347.0,away_win
2011-09-06,Qatar,Iran,1.0,1.0,FIFA World Cup qualification,False,2011,1501.0,1744.0,-243.0,draw
2011-09-06,Saudi Arabia,Australia,1.0,3.0,FIFA World Cup qualification,False,2011,1527.0,1817.0,-290.0,away_win
2011-09-06,Uzbekistan,Japan,1.0,1.0,FIFA World Cup qualification,False,2011,1620.0,1802.0,-182.0,draw
2011-09-14,Argentina,Brazil,0.0,0.0,Superclásico de las Américas,False,2011,1915.0,2064.0,-149.0,draw
2011-09-28,Brazil,Argentina,2.0,0.0,Superclásico de las Américas,False,2011,2064.0,1915.0,149.0,home_win
2011-10-07,Turkey,Germany,1.0,3.0,UEFA Euro qualification,False,2011,1744.0,2082.0,-338.0,away_win
2011-10-11,France,Bosnia and Herzegovina,1.0,1.0,UEFA Euro qualification,False,2011,1839.0,1694.0,145.0,draw
2011-10-11,Germany,Belgium,3.0,1.0,UEFA Euro qualification,False,2011,2082.0,1683.0,399.0,home_win
2011-10-11,Haiti,Curaçao,2.0,2.0,FIFA World Cup qualification,False,2011,1413.0,1066.0,347.0,draw
2011-10-11,Mexico,Brazil,1.0,2.0,Friendly,False,2011,1864.0,2064.0,-200.0,away_win
2011-10-11,Paraguay,Uruguay,1.0,1.0,FIFA World Cup qualification,False,2011,1783.0,1992.0,-209.0,draw
2011-10-11,Spain,Scotland,3.0,1.0,UEFA Euro qualification,False,2011,2116.0,1702.0,414.0,home_win
2011-10-11,Sweden,Netherlands,3.0,2.0,UEFA Euro qualification,False,2011,1861.0,2067.0,-206.0,home_win
2011-10-11,United States,Ecuador,0.0,1.0,Friendly,False,2011,1715.0,1778.0,-63.0,away_win
2011-11-11,Bosnia and Herzegovina,Portugal,0.0,0.0,UEFA Euro qualification,False,2011,1694.0,1901.0,-207.0,draw
2011-11-11,France,United States,1.0,0.0,Friendly,False,2011,1839.0,1715.0,124.0,home_win
2011-11-11,Netherlands,Switzerland,0.0,0.0,Friendly,False,2011,2067.0,1766.0,301.0,draw
2011-11-11,Paraguay,Ecuador,2.0,1.0,FIFA World Cup qualification,False,2011,1783.0,1778.0,5.0,home_win
2011-11-11,Turkey,Croatia,0.0,3.0,UEFA Euro qualification,False,2011,1744.0,1890.0,-146.0,away_win
2011-11-12,Algeria,Tunisia,1.0,0.0,Friendly,False,2011,1480.0,1577.0,-97.0,home_win
2011-11-12,England,Spain,1.0,0.0,Friendly,False,2011,1955.0,2116.0,-161.0,home_win
2011-11-12,South Africa,Ivory Coast,1.0,1.0,Friendly,False,2011,1598.0,1761.0,-163.0,draw
2011-11-14,Brazil,Egypt,2.0,0.0,Friendly,True,2011,2064.0,1720.0,344.0,home_win
2011-11-15,Colombia,Argentina,1.0,2.0,FIFA World Cup qualification,False,2011,1767.0,1915.0,-148.0,away_win
2011-11-15,Croatia,Turkey,0.0,0.0,UEFA Euro qualification,False,2011,1890.0,1744.0,146.0,draw
2011-11-15,England,Sweden,1.0,0.0,Friendly,False,2011,1955.0,1861.0,94.0,home_win
2011-11-15,France,Belgium,0.0,0.0,Friendly,False,2011,1839.0,1683.0,156.0,draw
2011-11-15,Germany,Netherlands,3.0,0.0,Friendly,False,2011,2082.0,2067.0,15.0,home_win
2011-11-15,Jordan,Iraq,1.0,3.0,FIFA World Cup qualification,False,2011,1566.0,1586.0,-20.0,away_win
2011-11-15,Portugal,Bosnia and Herzegovina,6.0,2.0,UEFA Euro qualification,False,2011,1901.0,1694.0,207.0,home_win
2012-01-13,Tunisia,Ivory Coast,0.0,2.0,Friendly,True,2012,1600.0,1835.0,-235.0,away_win
2012-01-23,Morocco,Tunisia,1.0,2.0,African Cup of Nations,True,2012,1543.0,1600.0,-57.0,away_win
2012-01-25,Panama,United States,0.0,1.0,Friendly,False,2012,1680.0,1770.0,-90.0,away_win
2012-02-05,Ghana,Tunisia,2.0,1.0,African Cup of Nations,True,2012,1676.0,1600.0,76.0,home_win
2012-02-23,Iran,Jordan,2.0,2.0,Friendly,True,2012,1657.0,1488.0,169.0,draw
2012-02-25,South Korea,Uzbekistan,4.0,2.0,Friendly,False,2012,1762.0,1655.0,107.0,home_win
2012-02-28,Bosnia and Herzegovina,Brazil,1.0,2.0,Friendly,True,2012,1746.0,2061.0,-315.0,away_win
2012-02-29,Australia,Saudi Arabia,4.0,2.0,FIFA World Cup qualification,False,2012,1773.0,1493.0,280.0,home_win
2012-02-29,Croatia,Sweden,1.0,3.0,Friendly,False,2012,1879.0,1907.0,-28.0,away_win
2012-02-29,England,Netherlands,2.0,3.0,Friendly,False,2012,1952.0,1996.0,-44.0,away_win
2012-02-29,Germany,France,1.0,2.0,Friendly,False,2012,2052.0,1889.0,163.0,away_win
2012-02-29,Iran,Qatar,2.0,2.0,FIFA World Cup qualification,False,2012,1657.0,1476.0,181.0,draw
2012-02-29,Japan,Uzbekistan,0.0,1.0,FIFA World Cup qualification,False,2012,1819.0,1655.0,164.0,away_win
2012-02-29,Mexico,Colombia,0.0,2.0,Friendly,True,2012,1915.0,1901.0,14.0,away_win
2012-02-29,Paraguay,Panama,1.0,0.0,Friendly,False,2012,1719.0,1680.0,39.0,home_win
2012-02-29,South Africa,Senegal,0.0,0.0,Friendly,False,2012,1565.0,1521.0,44.0,draw
2012-02-29,Switzerland,Argentina,1.0,3.0,Friendly,False,2012,1829.0,2014.0,-185.0,away_win
2012-03-02,Egypt,DR Congo,0.0,0.0,Friendly,True,2012,1660.0,1434.0,226.0,draw
2012-04-17,Egypt,Iraq,0.0,0.0,Friendly,True,2012,1660.0,1591.0,69.0,draw
2012-05-25,Morocco,Senegal,0.0,1.0,Friendly,False,2012,1543.0,1521.0,22.0,away_win
2012-05-26,Norway,England,0.0,1.0,Friendly,False,2012,1758.0,1952.0,-194.0,away_win
2012-05-26,Switzerland,Germany,5.0,3.0,Friendly,False,2012,1829.0,2052.0,-223.0,home_win
2012-05-26,United States,Scotland,5.0,1.0,Friendly,False,2012,1770.0,1655.0,115.0,home_win
2012-05-30,Spain,South Korea,4.0,1.0,Friendly,True,2012,2148.0,1762.0,386.0,home_win
2012-05-30,United States,Brazil,1.0,4.0,Friendly,False,2012,1770.0,2061.0,-291.0,away_win
2012-05-31,Mexico,Bosnia and Herzegovina,2.0,1.0,Friendly,True,2012,1915.0,1746.0,169.0,home_win
2012-06-02,Argentina,Ecuador,4.0,0.0,FIFA World Cup qualification,False,2012,2014.0,1850.0,164.0,home_win
2012-06-02,England,Belgium,1.0,0.0,Friendly,False,2012,1952.0,1786.0,166.0,home_win
2012-06-02,Norway,Croatia,1.0,1.0,Friendly,False,2012,1758.0,1879.0,-121.0,draw
2012-06-02,Portugal,Turkey,1.0,3.0,Friendly,False,2012,1904.0,1701.0,203.0,away_win
2012-06-03,Canada,United States,0.0,0.0,Friendly,False,2012,1584.0,1770.0,-186.0,draw
2012-06-03,Jordan,Iraq,1.0,1.0,FIFA World Cup qualification,False,2012,1488.0,1591.0,-103.0,draw
2012-06-03,Mexico,Brazil,2.0,0.0,Friendly,True,2012,1915.0,2061.0,-146.0,home_win
2012-06-03,Uzbekistan,Iran,0.0,1.0,FIFA World Cup qualification,False,2012,1655.0,1657.0,-2.0,away_win
2012-06-08,Japan,Jordan,6.0,0.0,FIFA World Cup qualification,False,2012,1819.0,1488.0,331.0,home_win
2012-06-08,Qatar,South Korea,1.0,4.0,FIFA World Cup qualification,False,2012,1476.0,1762.0,-286.0,away_win
2012-06-09,Brazil,Argentina,3.0,4.0,Friendly,True,2012,2061.0,2014.0,47.0,away_win
2012-06-09,Cape Verde,Tunisia,1.0,2.0,FIFA World Cup qualification,False,2012,1424.0,1600.0,-176.0,away_win
2012-06-09,Germany,Portugal,1.0,0.0,UEFA Euro,True,2012,2052.0,1904.0,148.0,home_win
2012-06-09,Morocco,Ivory Coast,2.0,2.0,FIFA World Cup qualification,False,2012,1543.0,1835.0,-292.0,draw
2012-06-10,Ecuador,Colombia,1.0,0.0,FIFA World Cup qualification,False,2012,1850.0,1901.0,-51.0,home_win
2012-06-11,France,England,1.0,1.0,UEFA Euro,True,2012,1889.0,1952.0,-63.0,draw
2012-06-12,Australia,Japan,1.0,1.0,FIFA World Cup qualification,False,2012,1773.0,1819.0,-46.0,draw
2012-06-12,Iran,Qatar,0.0,0.0,FIFA World Cup qualification,False,2012,1657.0,1476.0,181.0,draw
2012-06-13,Netherlands,Germany,1.0,2.0,UEFA Euro,True,2012,1996.0,2052.0,-56.0,away_win
2012-06-15,Sweden,England,2.0,3.0,UEFA Euro,True,2012,1907.0,1952.0,-45.0,away_win
2012-06-17,Portugal,Netherlands,2.0,1.0,UEFA Euro,True,2012,1904.0,1996.0,-92.0,home_win
2012-06-18,Croatia,Spain,0.0,1.0,UEFA Euro,True,2012,1879.0,2148.0,-269.0,away_win
2012-06-18,Saudi Arabia,Morocco,4.0,0.0,Friendly,False,2012,1493.0,1543.0,-50.0,home_win
2012-06-19,Sweden,France,2.0,0.0,UEFA Euro,True,2012,1907.0,1889.0,18.0,home_win
2012-06-23,Spain,France,2.0,0.0,UEFA Euro,True,2012,2148.0,1889.0,259.0,home_win
2012-06-27,Portugal,Spain,0.0,0.0,UEFA Euro,True,2012,1904.0,2148.0,-244.0,draw
2012-07-05,Saudi Arabia,Iraq,0.0,1.0,Arab Cup,False,2012,1493.0,1591.0,-98.0,away_win
2012-08-13,Jordan,Uzbekistan,0.0,1.0,Friendly,False,2012,1488.0,1655.0,-167.0,away_win
2012-08-15,Austria,Turkey,2.0,0.0,Friendly,False,2012,1603.0,1701.0,-98.0,home_win
2012-08-15,Belgium,Netherlands,4.0,2.0,Friendly,False,2012,1786.0,1996.0,-210.0,home_win
2012-08-15,Croatia,Switzerland,2.0,4.0,Friendly,False,2012,1879.0,1829.0,50.0,away_win
2012-08-15,France,Uruguay,0.0,0.0,Friendly,False,2012,1889.0,1855.0,34.0,draw
2012-08-15,Germany,Argentina,1.0,3.0,Friendly,False,2012,2052.0,2014.0,38.0,away_win
2012-08-15,Iran,Tunisia,2.0,2.0,Friendly,True,2012,1657.0,1600.0,57.0,draw
2012-08-15,Jordan,Uzbekistan,2.0,0.0,Friendly,False,2012,1488.0,1655.0,-167.0,home_win
2012-08-15,Mexico,United States,0.0,1.0,Friendly,False,2012,1915.0,1770.0,145.0,away_win
2012-08-15,Portugal,Panama,2.0,0.0,Friendly,False,2012,1904.0,1680.0,224.0,home_win
2012-08-15,Scotland,Australia,3.0,1.0,Friendly,False,2012,1655.0,1773.0,-118.0,home_win
2012-08-15,Sweden,Brazil,0.0,3.0,Friendly,False,2012,1907.0,2061.0,-154.0,away_win
2012-09-05,Jordan,Iran,0.0,0.0,Friendly,False,2012,1488.0,1657.0,-169.0,draw
2012-09-07,Argentina,Paraguay,3.0,1.0,FIFA World Cup qualification,False,2012,2014.0,1719.0,295.0,home_win
2012-09-07,Brazil,South Africa,1.0,0.0,Friendly,False,2012,2061.0,1565.0,496.0,home_win
